intent,sentence1,sentence2,label
Play Music,Put on some relaxing sounds.,Shuffle and play my playlist.,0
Play Music,Start the music player.,Turn on Spotify and play songs.,1
Play Music,Start the music player.,Resume my last played track.,1
Play Music,Start the music player.,Play some rock music.,1
Play Music,Start the music player.,Shuffle and play my playlist.,1
Play Music,Turn on Spotify and play songs.,Resume my last played track.,0
Play Music,Turn on Spotify and play songs.,Play some rock music.,1
Play Music,Turn on Spotify and play songs.,Shuffle and play my playlist.,1
Play Music,Resume my last played track.,Play some rock music.,0
Play Music,Resume my last played track.,Shuffle and play my playlist.,1
Play Music,Play some rock music.,Shuffle and play my playlist.,0
Check the Weather,What's the weather like today?,Tell me today's weather report.,0
Check the Weather,What's the weather like today?,How's the weather right now?,0
Check the Weather,What's the weather like today?,Give me the latest weather update.,1
Check the Weather,What's the weather like today?,Is it going to rain today?,1
Check the Weather,What's the weather like today?,What's the temperature outside?,0
Check the Weather,What's the weather like today?,Check the weather for me.,0
Check the Weather,What's the weather like today?,Give me the weather forecast.,0
Check the Weather,What's the weather like today?,What's the weather like in my area?,1
Check the Weather,What's the weather like today?,Tell me if it's sunny outside.,0
Check the Weather,What's the weather like today?,Is it cloudy or clear today?,0
Check the Weather,What's the weather like today?,Show me today's weather conditions.,0
Check the Weather,What's the weather like today?,Is it warm outside?,0
Check the Weather,What's the weather like today?,Do I need an umbrella today?,1
Check the Weather,What's the weather like today?,Give me the weekly weather forecast.,0
Check the Weather,What's the weather like today?,How cold is it outside?,0
Check the Weather,What's the weather like today?,Tell me the current temperature.,1
Check the Weather,What's the weather like today?,What's the humidity level today?,1
Check the Weather,What's the weather like today?,Is it going to be windy today?,0
Check the Weather,What's the weather like today?,Should I wear a jacket today?,0
Check the Weather,What's the weather like today?,What's the weather going to be like tomorrow?,0
Check the Weather,What's the weather like today?,Tell me the chance of rain today.,1
Check the Weather,What's the weather like today?,Will it snow today?,1
Check the Weather,What's the weather like today?,Check the forecast for this evening.,1
Check the Weather,What's the weather like today?,Give me the expected temperature for today.,1
Check the Weather,What's the weather like today?,Tell me if it's stormy outside.,0
Check the Weather,What's the weather like today?,Check the air quality for me.,0
Check the Weather,What's the weather like today?,What's the weather update for this weekend?,0
Check the Weather,What's the weather like today?,Give me today's high and low temperatures.,0
Check the Weather,What's the weather like today?,Should I wear sunglasses today?,0
Check the Weather,Tell me today's weather report.,How's the weather right now?,0
Check the Weather,Tell me today's weather report.,Give me the latest weather update.,1
Check the Weather,Tell me today's weather report.,Is it going to rain today?,0
Check the Weather,Tell me today's weather report.,What's the temperature outside?,1
Check the Weather,Tell me today's weather report.,Check the weather for me.,0
Check the Weather,Tell me today's weather report.,Give me the weather forecast.,0
Check the Weather,Tell me today's weather report.,What's the weather like in my area?,1
Check the Weather,Tell me today's weather report.,Tell me if it's sunny outside.,0
Check the Weather,Tell me today's weather report.,Is it cloudy or clear today?,1
Check the Weather,Tell me today's weather report.,Show me today's weather conditions.,1
Check the Weather,Tell me today's weather report.,Is it warm outside?,0
Check the Weather,Tell me today's weather report.,Do I need an umbrella today?,1
Check the Weather,Tell me today's weather report.,Give me the weekly weather forecast.,1
Check the Weather,Tell me today's weather report.,How cold is it outside?,0
Check the Weather,Tell me today's weather report.,Tell me the current temperature.,1
Check the Weather,Tell me today's weather report.,What's the humidity level today?,1
Check the Weather,Tell me today's weather report.,Is it going to be windy today?,1
Check the Weather,Tell me today's weather report.,Should I wear a jacket today?,1
Check the Weather,Tell me today's weather report.,What's the weather going to be like tomorrow?,0
Check the Weather,Tell me today's weather report.,Tell me the chance of rain today.,1
Check the Weather,Tell me today's weather report.,Will it snow today?,0
Check the Weather,Tell me today's weather report.,Check the forecast for this evening.,1
Check the Weather,Tell me today's weather report.,Give me the expected temperature for today.,1
Check the Weather,Tell me today's weather report.,Tell me if it's stormy outside.,1
Check the Weather,Tell me today's weather report.,Check the air quality for me.,1
Check the Weather,Tell me today's weather report.,What's the weather update for this weekend?,1
Check the Weather,Tell me today's weather report.,Give me today's high and low temperatures.,1
Check the Weather,Tell me today's weather report.,Should I wear sunglasses today?,1
Check the Weather,How's the weather right now?,Give me the latest weather update.,0
Check the Weather,How's the weather right now?,Is it going to rain today?,1
Check the Weather,How's the weather right now?,What's the temperature outside?,1
Check the Weather,How's the weather right now?,Check the weather for me.,0
Check the Weather,How's the weather right now?,Give me the weather forecast.,1
Check the Weather,How's the weather right now?,What's the weather like in my area?,0
Check the Weather,How's the weather right now?,Tell me if it's sunny outside.,1
Check the Weather,How's the weather right now?,Is it cloudy or clear today?,0
Check the Weather,How's the weather right now?,Show me today's weather conditions.,0
Check the Weather,How's the weather right now?,Is it warm outside?,1
Check the Weather,How's the weather right now?,Do I need an umbrella today?,1
Check the Weather,How's the weather right now?,Give me the weekly weather forecast.,1
Check the Weather,How's the weather right now?,How cold is it outside?,1
Check the Weather,How's the weather right now?,Tell me the current temperature.,1
Check the Weather,How's the weather right now?,What's the humidity level today?,0
Check the Weather,How's the weather right now?,Is it going to be windy today?,0
Check the Weather,How's the weather right now?,Should I wear a jacket today?,0
Check the Weather,How's the weather right now?,What's the weather going to be like tomorrow?,1
Check the Weather,How's the weather right now?,Tell me the chance of rain today.,1
Check the Weather,How's the weather right now?,Will it snow today?,1
Check the Weather,How's the weather right now?,Check the forecast for this evening.,1
Check the Weather,How's the weather right now?,Give me the expected temperature for today.,0
Check the Weather,How's the weather right now?,Tell me if it's stormy outside.,0
Check the Weather,How's the weather right now?,Check the air quality for me.,1
Check the Weather,How's the weather right now?,What's the weather update for this weekend?,0
Check the Weather,How's the weather right now?,Give me today's high and low temperatures.,0
Check the Weather,How's the weather right now?,Should I wear sunglasses today?,1
Check the Weather,Give me the latest weather update.,Is it going to rain today?,1
Check the Weather,Give me the latest weather update.,What's the temperature outside?,1
Check the Weather,Give me the latest weather update.,Check the weather for me.,0
Check the Weather,Give me the latest weather update.,Give me the weather forecast.,1
Check the Weather,Give me the latest weather update.,What's the weather like in my area?,1
Check the Weather,Give me the latest weather update.,Tell me if it's sunny outside.,1
Check the Weather,Give me the latest weather update.,Is it cloudy or clear today?,1
Check the Weather,Give me the latest weather update.,Show me today's weather conditions.,1
Check the Weather,Give me the latest weather update.,Is it warm outside?,1
Check the Weather,Give me the latest weather update.,Do I need an umbrella today?,0
Check the Weather,Give me the latest weather update.,Give me the weekly weather forecast.,0
Check the Weather,Give me the latest weather update.,How cold is it outside?,1
Check the Weather,Give me the latest weather update.,Tell me the current temperature.,1
Check the Weather,Give me the latest weather update.,What's the humidity level today?,0
Check the Weather,Give me the latest weather update.,Is it going to be windy today?,0
Check the Weather,Give me the latest weather update.,Should I wear a jacket today?,0
Check the Weather,Give me the latest weather update.,What's the weather going to be like tomorrow?,0
Check the Weather,Give me the latest weather update.,Tell me the chance of rain today.,0
Check the Weather,Give me the latest weather update.,Will it snow today?,1
Check the Weather,Give me the latest weather update.,Check the forecast for this evening.,0
Check the Weather,Give me the latest weather update.,Give me the expected temperature for today.,0
Check the Weather,Give me the latest weather update.,Tell me if it's stormy outside.,1
Check the Weather,Give me the latest weather update.,Check the air quality for me.,1
Check the Weather,Give me the latest weather update.,What's the weather update for this weekend?,0
Check the Weather,Give me the latest weather update.,Give me today's high and low temperatures.,0
Check the Weather,Give me the latest weather update.,Should I wear sunglasses today?,1
Check the Weather,Is it going to rain today?,What's the temperature outside?,1
Check the Weather,Is it going to rain today?,Check the weather for me.,0
Check the Weather,Is it going to rain today?,Give me the weather forecast.,1
Check the Weather,Is it going to rain today?,What's the weather like in my area?,0
Check the Weather,Is it going to rain today?,Tell me if it's sunny outside.,0
Check the Weather,Is it going to rain today?,Is it cloudy or clear today?,1
Check the Weather,Is it going to rain today?,Show me today's weather conditions.,0
Check the Weather,Is it going to rain today?,Is it warm outside?,1
Check the Weather,Is it going to rain today?,Do I need an umbrella today?,1
Check the Weather,Is it going to rain today?,Give me the weekly weather forecast.,0
Check the Weather,Is it going to rain today?,How cold is it outside?,0
Check the Weather,Is it going to rain today?,Tell me the current temperature.,0
Check the Weather,Is it going to rain today?,What's the humidity level today?,0
Check the Weather,Is it going to rain today?,Is it going to be windy today?,1
Check the Weather,Is it going to rain today?,Should I wear a jacket today?,0
Check the Weather,Is it going to rain today?,What's the weather going to be like tomorrow?,1
Check the Weather,Is it going to rain today?,Tell me the chance of rain today.,1
Check the Weather,Is it going to rain today?,Will it snow today?,1
Check the Weather,Is it going to rain today?,Check the forecast for this evening.,0
Check the Weather,Is it going to rain today?,Give me the expected temperature for today.,1
Check the Weather,Is it going to rain today?,Tell me if it's stormy outside.,1
Check the Weather,Is it going to rain today?,Check the air quality for me.,0
Check the Weather,Is it going to rain today?,What's the weather update for this weekend?,1
Check the Weather,Is it going to rain today?,Give me today's high and low temperatures.,0
Check the Weather,Is it going to rain today?,Should I wear sunglasses today?,1
Check the Weather,What's the temperature outside?,Check the weather for me.,1
Check the Weather,What's the temperature outside?,Give me the weather forecast.,1
Check the Weather,What's the temperature outside?,What's the weather like in my area?,1
Check the Weather,What's the temperature outside?,Tell me if it's sunny outside.,1
Check the Weather,What's the temperature outside?,Is it cloudy or clear today?,1
Check the Weather,What's the temperature outside?,Show me today's weather conditions.,1
Check the Weather,What's the temperature outside?,Is it warm outside?,1
Check the Weather,What's the temperature outside?,Do I need an umbrella today?,1
Check the Weather,What's the temperature outside?,Give me the weekly weather forecast.,1
Check the Weather,What's the temperature outside?,How cold is it outside?,1
Check the Weather,What's the temperature outside?,Tell me the current temperature.,0
Check the Weather,What's the temperature outside?,What's the humidity level today?,1
Check the Weather,What's the temperature outside?,Is it going to be windy today?,0
Check the Weather,What's the temperature outside?,Should I wear a jacket today?,1
Check the Weather,What's the temperature outside?,What's the weather going to be like tomorrow?,0
Check the Weather,What's the temperature outside?,Tell me the chance of rain today.,0
Check the Weather,What's the temperature outside?,Will it snow today?,0
Check the Weather,What's the temperature outside?,Check the forecast for this evening.,1
Check the Weather,What's the temperature outside?,Give me the expected temperature for today.,0
Check the Weather,What's the temperature outside?,Tell me if it's stormy outside.,0
Check the Weather,What's the temperature outside?,Check the air quality for me.,1
Check the Weather,What's the temperature outside?,What's the weather update for this weekend?,0
Check the Weather,What's the temperature outside?,Give me today's high and low temperatures.,0
Check the Weather,What's the temperature outside?,Should I wear sunglasses today?,0
Check the Weather,Check the weather for me.,Give me the weather forecast.,0
Check the Weather,Check the weather for me.,What's the weather like in my area?,0
Check the Weather,Check the weather for me.,Tell me if it's sunny outside.,0
Check the Weather,Check the weather for me.,Is it cloudy or clear today?,1
Check the Weather,Check the weather for me.,Show me today's weather conditions.,0
Check the Weather,Check the weather for me.,Is it warm outside?,1
Check the Weather,Check the weather for me.,Do I need an umbrella today?,0
Check the Weather,Check the weather for me.,Give me the weekly weather forecast.,1
Check the Weather,Check the weather for me.,How cold is it outside?,1
Check the Weather,Check the weather for me.,Tell me the current temperature.,1
Check the Weather,Check the weather for me.,What's the humidity level today?,0
Check the Weather,Check the weather for me.,Is it going to be windy today?,1
Check the Weather,Check the weather for me.,Should I wear a jacket today?,1
Check the Weather,Check the weather for me.,What's the weather going to be like tomorrow?,1
Check the Weather,Check the weather for me.,Tell me the chance of rain today.,0
Check the Weather,Check the weather for me.,Will it snow today?,0
Check the Weather,Check the weather for me.,Check the forecast for this evening.,1
Check the Weather,Check the weather for me.,Give me the expected temperature for today.,0
Check the Weather,Check the weather for me.,Tell me if it's stormy outside.,1
Check the Weather,Check the weather for me.,Check the air quality for me.,1
Check the Weather,Check the weather for me.,What's the weather update for this weekend?,1
Check the Weather,Check the weather for me.,Give me today's high and low temperatures.,0
Check the Weather,Check the weather for me.,Should I wear sunglasses today?,1
Check the Weather,Give me the weather forecast.,What's the weather like in my area?,1
Check the Weather,Give me the weather forecast.,Tell me if it's sunny outside.,0
Check the Weather,Give me the weather forecast.,Is it cloudy or clear today?,0
Check the Weather,Give me the weather forecast.,Show me today's weather conditions.,0
Check the Weather,Give me the weather forecast.,Is it warm outside?,0
Check the Weather,Give me the weather forecast.,Do I need an umbrella today?,0
Check the Weather,Give me the weather forecast.,Give me the weekly weather forecast.,1
Check the Weather,Give me the weather forecast.,How cold is it outside?,1
Check the Weather,Give me the weather forecast.,Tell me the current temperature.,1
Check the Weather,Give me the weather forecast.,What's the humidity level today?,1
Check the Weather,Give me the weather forecast.,Is it going to be windy today?,0
Check the Weather,Give me the weather forecast.,Should I wear a jacket today?,1
Check the Weather,Give me the weather forecast.,What's the weather going to be like tomorrow?,1
Check the Weather,Give me the weather forecast.,Tell me the chance of rain today.,0
Check the Weather,Give me the weather forecast.,Will it snow today?,1
Check the Weather,Give me the weather forecast.,Check the forecast for this evening.,0
Check the Weather,Give me the weather forecast.,Give me the expected temperature for today.,1
Check the Weather,Give me the weather forecast.,Tell me if it's stormy outside.,1
Check the Weather,Give me the weather forecast.,Check the air quality for me.,0
Check the Weather,Give me the weather forecast.,What's the weather update for this weekend?,1
Check the Weather,Give me the weather forecast.,Give me today's high and low temperatures.,0
Check the Weather,Give me the weather forecast.,Should I wear sunglasses today?,1
Check the Weather,What's the weather like in my area?,Tell me if it's sunny outside.,0
Check the Weather,What's the weather like in my area?,Is it cloudy or clear today?,0
Check the Weather,What's the weather like in my area?,Show me today's weather conditions.,1
Check the Weather,What's the weather like in my area?,Is it warm outside?,0
Check the Weather,What's the weather like in my area?,Do I need an umbrella today?,0
Check the Weather,What's the weather like in my area?,Give me the weekly weather forecast.,0
Check the Weather,What's the weather like in my area?,How cold is it outside?,0
Check the Weather,What's the weather like in my area?,Tell me the current temperature.,1
Check the Weather,What's the weather like in my area?,What's the humidity level today?,0
Check the Weather,What's the weather like in my area?,Is it going to be windy today?,1
Check the Weather,What's the weather like in my area?,Should I wear a jacket today?,1
Check the Weather,What's the weather like in my area?,What's the weather going to be like tomorrow?,0
Check the Weather,What's the weather like in my area?,Tell me the chance of rain today.,1
Check the Weather,What's the weather like in my area?,Will it snow today?,1
Check the Weather,What's the weather like in my area?,Check the forecast for this evening.,0
Check the Weather,What's the weather like in my area?,Give me the expected temperature for today.,0
Check the Weather,What's the weather like in my area?,Tell me if it's stormy outside.,1
Check the Weather,What's the weather like in my area?,Check the air quality for me.,1
Check the Weather,What's the weather like in my area?,What's the weather update for this weekend?,1
Check the Weather,What's the weather like in my area?,Give me today's high and low temperatures.,1
Check the Weather,What's the weather like in my area?,Should I wear sunglasses today?,0
Check the Weather,Tell me if it's sunny outside.,Is it cloudy or clear today?,0
Check the Weather,Tell me if it's sunny outside.,Show me today's weather conditions.,1
Check the Weather,Tell me if it's sunny outside.,Is it warm outside?,0
Check the Weather,Tell me if it's sunny outside.,Do I need an umbrella today?,0
Check the Weather,Tell me if it's sunny outside.,Give me the weekly weather forecast.,0
Check the Weather,Tell me if it's sunny outside.,How cold is it outside?,1
Check the Weather,Tell me if it's sunny outside.,Tell me the current temperature.,0
Check the Weather,Tell me if it's sunny outside.,What's the humidity level today?,0
Check the Weather,Tell me if it's sunny outside.,Is it going to be windy today?,1
Check the Weather,Tell me if it's sunny outside.,Should I wear a jacket today?,1
Check the Weather,Tell me if it's sunny outside.,What's the weather going to be like tomorrow?,0
Check the Weather,Tell me if it's sunny outside.,Tell me the chance of rain today.,1
Check the Weather,Tell me if it's sunny outside.,Will it snow today?,0
Check the Weather,Tell me if it's sunny outside.,Check the forecast for this evening.,0
Check the Weather,Tell me if it's sunny outside.,Give me the expected temperature for today.,1
Check the Weather,Tell me if it's sunny outside.,Tell me if it's stormy outside.,0
Check the Weather,Tell me if it's sunny outside.,Check the air quality for me.,0
Check the Weather,Tell me if it's sunny outside.,What's the weather update for this weekend?,1
Check the Weather,Tell me if it's sunny outside.,Give me today's high and low temperatures.,1
Check the Weather,Tell me if it's sunny outside.,Should I wear sunglasses today?,0
Check the Weather,Is it cloudy or clear today?,Show me today's weather conditions.,1
Check the Weather,Is it cloudy or clear today?,Is it warm outside?,0
Check the Weather,Is it cloudy or clear today?,Do I need an umbrella today?,1
Check the Weather,Is it cloudy or clear today?,Give me the weekly weather forecast.,1
Check the Weather,Is it cloudy or clear today?,How cold is it outside?,0
Check the Weather,Is it cloudy or clear today?,Tell me the current temperature.,1
Check the Weather,Is it cloudy or clear today?,What's the humidity level today?,0
Check the Weather,Is it cloudy or clear today?,Is it going to be windy today?,1
Check the Weather,Is it cloudy or clear today?,Should I wear a jacket today?,0
Check the Weather,Is it cloudy or clear today?,What's the weather going to be like tomorrow?,0
Check the Weather,Is it cloudy or clear today?,Tell me the chance of rain today.,0
Check the Weather,Is it cloudy or clear today?,Will it snow today?,0
Check the Weather,Is it cloudy or clear today?,Check the forecast for this evening.,0
Check the Weather,Is it cloudy or clear today?,Give me the expected temperature for today.,0
Check the Weather,Is it cloudy or clear today?,Tell me if it's stormy outside.,1
Check the Weather,Is it cloudy or clear today?,Check the air quality for me.,1
Check the Weather,Is it cloudy or clear today?,What's the weather update for this weekend?,0
Check the Weather,Is it cloudy or clear today?,Give me today's high and low temperatures.,0
Check the Weather,Is it cloudy or clear today?,Should I wear sunglasses today?,0
Check the Weather,Show me today's weather conditions.,Is it warm outside?,1
Check the Weather,Show me today's weather conditions.,Do I need an umbrella today?,1
Check the Weather,Show me today's weather conditions.,Give me the weekly weather forecast.,1
Check the Weather,Show me today's weather conditions.,How cold is it outside?,1
Check the Weather,Show me today's weather conditions.,Tell me the current temperature.,0
Check the Weather,Show me today's weather conditions.,What's the humidity level today?,0
Check the Weather,Show me today's weather conditions.,Is it going to be windy today?,1
Check the Weather,Show me today's weather conditions.,Should I wear a jacket today?,0
Check the Weather,Show me today's weather conditions.,What's the weather going to be like tomorrow?,1
Check the Weather,Show me today's weather conditions.,Tell me the chance of rain today.,0
Check the Weather,Show me today's weather conditions.,Will it snow today?,1
Check the Weather,Show me today's weather conditions.,Check the forecast for this evening.,0
Check the Weather,Show me today's weather conditions.,Give me the expected temperature for today.,0
Check the Weather,Show me today's weather conditions.,Tell me if it's stormy outside.,0
Check the Weather,Show me today's weather conditions.,Check the air quality for me.,0
Check the Weather,Show me today's weather conditions.,What's the weather update for this weekend?,1
Check the Weather,Show me today's weather conditions.,Give me today's high and low temperatures.,0
Check the Weather,Show me today's weather conditions.,Should I wear sunglasses today?,0
Check the Weather,Is it warm outside?,Do I need an umbrella today?,1
Check the Weather,Is it warm outside?,Give me the weekly weather forecast.,1
Check the Weather,Is it warm outside?,How cold is it outside?,1
Check the Weather,Is it warm outside?,Tell me the current temperature.,0
Check the Weather,Is it warm outside?,What's the humidity level today?,0
Check the Weather,Is it warm outside?,Is it going to be windy today?,0
Check the Weather,Is it warm outside?,Should I wear a jacket today?,1
Check the Weather,Is it warm outside?,What's the weather going to be like tomorrow?,0
Check the Weather,Is it warm outside?,Tell me the chance of rain today.,0
Check the Weather,Is it warm outside?,Will it snow today?,0
Check the Weather,Is it warm outside?,Check the forecast for this evening.,0
Check the Weather,Is it warm outside?,Give me the expected temperature for today.,0
Check the Weather,Is it warm outside?,Tell me if it's stormy outside.,0
Check the Weather,Is it warm outside?,Check the air quality for me.,1
Check the Weather,Is it warm outside?,What's the weather update for this weekend?,0
Check the Weather,Is it warm outside?,Give me today's high and low temperatures.,0
Check the Weather,Is it warm outside?,Should I wear sunglasses today?,0
Check the Weather,Do I need an umbrella today?,Give me the weekly weather forecast.,1
Check the Weather,Do I need an umbrella today?,How cold is it outside?,1
Check the Weather,Do I need an umbrella today?,Tell me the current temperature.,1
Check the Weather,Do I need an umbrella today?,What's the humidity level today?,1
Check the Weather,Do I need an umbrella today?,Is it going to be windy today?,1
Check the Weather,Do I need an umbrella today?,Should I wear a jacket today?,0
Check the Weather,Do I need an umbrella today?,What's the weather going to be like tomorrow?,1
Check the Weather,Do I need an umbrella today?,Tell me the chance of rain today.,1
Check the Weather,Do I need an umbrella today?,Will it snow today?,1
Check the Weather,Do I need an umbrella today?,Check the forecast for this evening.,0
Check the Weather,Do I need an umbrella today?,Give me the expected temperature for today.,0
Check the Weather,Do I need an umbrella today?,Tell me if it's stormy outside.,0
Check the Weather,Do I need an umbrella today?,Check the air quality for me.,0
Check the Weather,Do I need an umbrella today?,What's the weather update for this weekend?,0
Check the Weather,Do I need an umbrella today?,Give me today's high and low temperatures.,1
Check the Weather,Do I need an umbrella today?,Should I wear sunglasses today?,1
Check the Weather,Give me the weekly weather forecast.,How cold is it outside?,1
Check the Weather,Give me the weekly weather forecast.,Tell me the current temperature.,1
Check the Weather,Give me the weekly weather forecast.,What's the humidity level today?,0
Check the Weather,Give me the weekly weather forecast.,Is it going to be windy today?,0
Check the Weather,Give me the weekly weather forecast.,Should I wear a jacket today?,1
Check the Weather,Give me the weekly weather forecast.,What's the weather going to be like tomorrow?,0
Check the Weather,Give me the weekly weather forecast.,Tell me the chance of rain today.,0
Check the Weather,Give me the weekly weather forecast.,Will it snow today?,1
Check the Weather,Give me the weekly weather forecast.,Check the forecast for this evening.,0
Check the Weather,Give me the weekly weather forecast.,Give me the expected temperature for today.,1
Check the Weather,Give me the weekly weather forecast.,Tell me if it's stormy outside.,1
Check the Weather,Give me the weekly weather forecast.,Check the air quality for me.,1
Check the Weather,Give me the weekly weather forecast.,What's the weather update for this weekend?,1
Check the Weather,Give me the weekly weather forecast.,Give me today's high and low temperatures.,1
Check the Weather,Give me the weekly weather forecast.,Should I wear sunglasses today?,0
Check the Weather,How cold is it outside?,Tell me the current temperature.,0
Check the Weather,How cold is it outside?,What's the humidity level today?,0
Check the Weather,How cold is it outside?,Is it going to be windy today?,0
Check the Weather,How cold is it outside?,Should I wear a jacket today?,1
Check the Weather,How cold is it outside?,What's the weather going to be like tomorrow?,1
Check the Weather,How cold is it outside?,Tell me the chance of rain today.,0
Check the Weather,How cold is it outside?,Will it snow today?,1
Check the Weather,How cold is it outside?,Check the forecast for this evening.,0
Check the Weather,How cold is it outside?,Give me the expected temperature for today.,0
Check the Weather,How cold is it outside?,Tell me if it's stormy outside.,0
Check the Weather,How cold is it outside?,Check the air quality for me.,1
Check the Weather,How cold is it outside?,What's the weather update for this weekend?,1
Check the Weather,How cold is it outside?,Give me today's high and low temperatures.,1
Check the Weather,How cold is it outside?,Should I wear sunglasses today?,1
Check the Weather,Tell me the current temperature.,What's the humidity level today?,1
Check the Weather,Tell me the current temperature.,Is it going to be windy today?,1
Check the Weather,Tell me the current temperature.,Should I wear a jacket today?,0
Check the Weather,Tell me the current temperature.,What's the weather going to be like tomorrow?,1
Check the Weather,Tell me the current temperature.,Tell me the chance of rain today.,1
Check the Weather,Tell me the current temperature.,Will it snow today?,0
Check the Weather,Tell me the current temperature.,Check the forecast for this evening.,1
Check the Weather,Tell me the current temperature.,Give me the expected temperature for today.,1
Check the Weather,Tell me the current temperature.,Tell me if it's stormy outside.,0
Check the Weather,Tell me the current temperature.,Check the air quality for me.,0
Check the Weather,Tell me the current temperature.,What's the weather update for this weekend?,0
Check the Weather,Tell me the current temperature.,Give me today's high and low temperatures.,1
Check the Weather,Tell me the current temperature.,Should I wear sunglasses today?,0
Check the Weather,What's the humidity level today?,Is it going to be windy today?,0
Check the Weather,What's the humidity level today?,Should I wear a jacket today?,0
Check the Weather,What's the humidity level today?,What's the weather going to be like tomorrow?,0
Check the Weather,What's the humidity level today?,Tell me the chance of rain today.,0
Check the Weather,What's the humidity level today?,Will it snow today?,1
Check the Weather,What's the humidity level today?,Check the forecast for this evening.,1
Check the Weather,What's the humidity level today?,Give me the expected temperature for today.,1
Check the Weather,What's the humidity level today?,Tell me if it's stormy outside.,1
Check the Weather,What's the humidity level today?,Check the air quality for me.,1
Check the Weather,What's the humidity level today?,What's the weather update for this weekend?,1
Check the Weather,What's the humidity level today?,Give me today's high and low temperatures.,0
Check the Weather,What's the humidity level today?,Should I wear sunglasses today?,1
Check the Weather,Is it going to be windy today?,Should I wear a jacket today?,0
Check the Weather,Is it going to be windy today?,What's the weather going to be like tomorrow?,1
Check the Weather,Is it going to be windy today?,Tell me the chance of rain today.,0
Check the Weather,Is it going to be windy today?,Will it snow today?,0
Check the Weather,Is it going to be windy today?,Check the forecast for this evening.,1
Check the Weather,Is it going to be windy today?,Give me the expected temperature for today.,0
Check the Weather,Is it going to be windy today?,Tell me if it's stormy outside.,0
Check the Weather,Is it going to be windy today?,Check the air quality for me.,0
Check the Weather,Is it going to be windy today?,What's the weather update for this weekend?,0
Check the Weather,Is it going to be windy today?,Give me today's high and low temperatures.,1
Check the Weather,Is it going to be windy today?,Should I wear sunglasses today?,0
Check the Weather,Should I wear a jacket today?,What's the weather going to be like tomorrow?,1
Check the Weather,Should I wear a jacket today?,Tell me the chance of rain today.,1
Check the Weather,Should I wear a jacket today?,Will it snow today?,1
Check the Weather,Should I wear a jacket today?,Check the forecast for this evening.,0
Check the Weather,Should I wear a jacket today?,Give me the expected temperature for today.,0
Check the Weather,Should I wear a jacket today?,Tell me if it's stormy outside.,1
Check the Weather,Should I wear a jacket today?,Check the air quality for me.,1
Check the Weather,Should I wear a jacket today?,What's the weather update for this weekend?,1
Check the Weather,Should I wear a jacket today?,Give me today's high and low temperatures.,0
Check the Weather,Should I wear a jacket today?,Should I wear sunglasses today?,1
Check the Weather,What's the weather going to be like tomorrow?,Tell me the chance of rain today.,0
Check the Weather,What's the weather going to be like tomorrow?,Will it snow today?,1
Check the Weather,What's the weather going to be like tomorrow?,Check the forecast for this evening.,0
Check the Weather,What's the weather going to be like tomorrow?,Give me the expected temperature for today.,1
Check the Weather,What's the weather going to be like tomorrow?,Tell me if it's stormy outside.,1
Check the Weather,What's the weather going to be like tomorrow?,Check the air quality for me.,1
Check the Weather,What's the weather going to be like tomorrow?,What's the weather update for this weekend?,0
Check the Weather,What's the weather going to be like tomorrow?,Give me today's high and low temperatures.,0
Check the Weather,What's the weather going to be like tomorrow?,Should I wear sunglasses today?,1
Check the Weather,Tell me the chance of rain today.,Will it snow today?,1
Check the Weather,Tell me the chance of rain today.,Check the forecast for this evening.,0
Check the Weather,Tell me the chance of rain today.,Give me the expected temperature for today.,0
Check the Weather,Tell me the chance of rain today.,Tell me if it's stormy outside.,1
Check the Weather,Tell me the chance of rain today.,Check the air quality for me.,1
Check the Weather,Tell me the chance of rain today.,What's the weather update for this weekend?,0
Check the Weather,Tell me the chance of rain today.,Give me today's high and low temperatures.,1
Check the Weather,Tell me the chance of rain today.,Should I wear sunglasses today?,1
Check the Weather,Will it snow today?,Check the forecast for this evening.,1
Check the Weather,Will it snow today?,Give me the expected temperature for today.,1
Check the Weather,Will it snow today?,Tell me if it's stormy outside.,0
Check the Weather,Will it snow today?,Check the air quality for me.,0
Check the Weather,Will it snow today?,What's the weather update for this weekend?,1
Check the Weather,Will it snow today?,Give me today's high and low temperatures.,0
Check the Weather,Will it snow today?,Should I wear sunglasses today?,0
Check the Weather,Check the forecast for this evening.,Give me the expected temperature for today.,0
Check the Weather,Check the forecast for this evening.,Tell me if it's stormy outside.,0
Check the Weather,Check the forecast for this evening.,Check the air quality for me.,0
Check the Weather,Check the forecast for this evening.,What's the weather update for this weekend?,1
Check the Weather,Check the forecast for this evening.,Give me today's high and low temperatures.,1
Check the Weather,Check the forecast for this evening.,Should I wear sunglasses today?,0
Check the Weather,Give me the expected temperature for today.,Tell me if it's stormy outside.,1
Check the Weather,Give me the expected temperature for today.,Check the air quality for me.,0
Check the Weather,Give me the expected temperature for today.,What's the weather update for this weekend?,0
Check the Weather,Give me the expected temperature for today.,Give me today's high and low temperatures.,0
Check the Weather,Give me the expected temperature for today.,Should I wear sunglasses today?,0
Check the Weather,Tell me if it's stormy outside.,Check the air quality for me.,1
Check the Weather,Tell me if it's stormy outside.,What's the weather update for this weekend?,1
Check the Weather,Tell me if it's stormy outside.,Give me today's high and low temperatures.,0
